Sicil_ID,Hire Date,Termination Date,Gender,Seniority,Age Range,Education Level,Title,City
M13758,44614,,Female,G,39-45,Bachelor's Degree,YY,balikesir
M13759,44241,,Male,D,39-45,Bachelor's Degree,YY,isparta
M13760,42177,,Female,D,32-38,Bachelor's Degree,PP,aðri
M13761,43845,,Female,D,52+,Bachelor's Degree,XX,muðla
M13762,44611,,Male,E,32-38,Associate Degree,ZZ,aksaray
M13763,43467,,Male,F,32-38,Bachelor's Degree,YY,kirikkale
M13764,42263,,Female,E,46-52,Bachelor's Degree,PP,erzurum
M13765,44587,,Male,A,25-31,Master's Degree,TT,izmir
M13766,43675,,Female,C,25-31,Associate Degree,XX,bayburt
M13767,44544,,Female,F,39-45,Master's Degree,XX,karabük
M13768,44932,,Female,B,39-45,Bachelor's Degree,YY,elazið
M13769,44142,,Female,C,52+,Doctorate,YY,izmir
M13770,45063,,Male,E,32-38,Master's Degree,RR,kirþehir
M13771,45235,,Male,B,39-45,High School,RR,mersin
M13772,44556,,Female,B,39-45,Associate Degree,PP,bingöl
M13773,42135,,Female,B,25-31,Master's Degree,ZZ,hatay
M13774,42229,,Female,A,18-24,Primary School,RR,ankara
M13775,44195,,Male,D,52+,Bachelor's Degree,RR,adiyaman
M13776,45175,,Female,G,39-45,Doctorate,KK,rize
M13777,42118,,Male,F,46-52,Doctorate,TT,mardin
M13778,42510,,Male,B,39-45,Doctorate,ZZ,muþ
M13779,42949,,Female,B,18-24,Master's Degree,ZZ,izmir
M13780,45349,,Female,C,46-52,High School,ZZ,gaziantep
M13781,42587,,Female,F,39-45,Bachelor's Degree,TT,tekirdað
M13782,44241,,Female,C,39-45,Primary School,XX,denizli
M13783,44362,,Female,D,46-52,Associate Degree,RR,kirþehir
M13784,42960,,Female,G,39-45,Doctorate,RR,konya
M13785,42009,,Male,E,52+,Doctorate,PP,karaman
M13786,43219,,Male,D,52+,Associate Degree,TT,kirklareli
M13787,43588,,Male,G,52+,High School,ZZ,batman
M13788,45229,,Male,C,18-24,Bachelor's Degree,RR,istanbul
M13789,44741,,Male,E,32-38,Associate Degree,KK,aydin
M13790,45000,,Female,C,25-31,Associate Degree,PP,elazið
M13791,44850,,Female,A,46-52,Doctorate,PP,kahramanmaraþ
M13792,44879,,Male,G,25-31,Associate Degree,PP,yozgat
M13793,43336,,Male,A,18-24,Associate Degree,ZZ,artvin
M13794,43541,,Male,B,46-52,Master's Degree,TT,antalya
M13795,43073,,Male,G,52+,Associate Degree,XX,burdur
M13796,45078,,Female,C,46-52,Master's Degree,XX,iðdir
M13797,43330,,Male,F,25-31,Doctorate,RR,þanliurfa
M13798,44910,,Female,A,18-24,Associate Degree,TT,amasya
M13799,43305,,Female,D,39-45,Doctorate,TT,hatay
M13800,44613,,Male,B,25-31,Master's Degree,KK,malatya
M13801,44319,,Female,F,18-24,Doctorate,RR,kilis
M13802,42625,,Male,G,52+,High School,YY,sivas
M13803,42208,,Male,E,39-45,Doctorate,KK,bursa
M13804,43430,,Male,F,46-52,Master's Degree,YY,erzurum
M13805,43772,,Male,D,52+,High School,TT,erzurum
M13806,42529,,Male,C,39-45,Associate Degree,YY,antalya
M13807,43347,,Female,E,52+,Primary School,KK,kayseri
M13808,43832,,Male,E,46-52,Associate Degree,TT,kirklareli
M13809,45010,,Female,D,25-31,Master's Degree,RR,gümüþhane
M13810,44814,,Female,D,32-38,Associate Degree,YY,siirt
M13811,43543,,Male,E,18-24,High School,XX,þirnak
M13812,42130,,Female,A,52+,Associate Degree,RR,denizli
M13813,42673,,Female,D,52+,Associate Degree,PP,çanakkale
M13814,42350,,Male,B,18-24,Master's Degree,XX,batman
M13815,43007,,Female,D,46-52,Master's Degree,XX,bursa
M13816,42164,,Female,A,25-31,Primary School,PP,hakkari
M13817,44651,,Male,D,32-38,High School,XX,trabzon
M13818,45449,,Female,G,25-31,Master's Degree,YY,kilis
M13819,42411,,Male,A,39-45,Master's Degree,XX,tunceli
M13820,43041,,Female,C,25-31,Master's Degree,YY,adiyaman
M13821,43232,,Female,E,25-31,Bachelor's Degree,RR,osmaniye
M13822,44798,,Female,F,52+,Bachelor's Degree,ZZ,van
M13823,45398,,Female,G,18-24,Associate Degree,TT,adana
M13824,45176,,Female,B,25-31,High School,ZZ,istanbul
M13825,44151,,Female,D,39-45,Primary School,YY,nevþehir
M13826,44486,,Male,D,52+,High School,YY,tunceli
M13827,44931,,Female,E,46-52,Master's Degree,XX,yozgat
M13828,43790,,Female,B,18-24,Master's Degree,YY,erzincan
M13829,42496,,Male,G,32-38,Associate Degree,ZZ,antalya
M13830,43267,,Female,B,52+,Associate Degree,KK,istanbul
M13831,45085,,Female,C,52+,Associate Degree,TT,izmir
M13832,45084,,Male,G,18-24,Associate Degree,KK,sivas
M13833,44107,,Female,G,18-24,Associate Degree,YY,erzurum
M13834,42390,,Male,E,18-24,Primary School,RR,uþak
M13835,43121,,Male,E,32-38,Master's Degree,PP,konya
M13836,44540,,Male,B,25-31,Primary School,TT,ankara
M13837,42130,,Female,G,18-24,High School,ZZ,bitlis
M13838,45534,,Female,F,46-52,Associate Degree,XX,hakkari
M13839,45260,,Female,B,18-24,Associate Degree,ZZ,iðdir
M13840,43713,,Female,C,52+,Bachelor's Degree,PP,kahramanmaraþ
M13841,44735,,Female,G,32-38,Primary School,RR,çanakkale
M13842,43125,,Female,G,25-31,Master's Degree,YY,sivas
M13843,43516,,Male,C,52+,Associate Degree,KK,þanliurfa
M13844,45302,,Male,G,39-45,Master's Degree,KK,manisa
M13845,42951,,Male,G,52+,Primary School,XX,muðla
M13846,44462,,Male,E,25-31,Master's Degree,TT,mersin
M13847,42981,,Male,B,18-24,Primary School,XX,kastamonu
M13848,44661,,Female,G,39-45,Doctorate,RR,siirt
M13849,44009,,Female,A,25-31,Primary School,KK,þirnak
M13850,45645,,Female,C,46-52,Master's Degree,ZZ,tokat
M13851,43465,,Female,B,18-24,Primary School,ZZ,rize
M13852,42950,,Female,F,18-24,Doctorate,ZZ,rize
M13853,42178,,Male,E,52+,Master's Degree,PP,trabzon
M13854,44135,,Female,B,52+,Associate Degree,XX,þanliurfa
M13855,44080,,Female,C,32-38,Primary School,XX,siirt
M13856,42317,,Male,E,52+,Bachelor's Degree,KK,antalya
M13857,45131,,Female,G,32-38,Primary School,XX,ardahan
M13858,42831,,Female,F,25-31,Master's Degree,ZZ,çankiri
M13859,44180,,Male,D,46-52,High School,RR,tunceli
M13860,43196,,Male,F,52+,Master's Degree,YY,ankara
M13861,45524,,Male,A,46-52,Associate Degree,ZZ,artvin
M13862,45598,,Female,E,52+,Master's Degree,RR,artvin
M13863,43294,,Male,D,25-31,Doctorate,XX,aydin
M13864,45262,,Male,D,25-31,High School,RR,artvin
M13865,42692,,Male,E,25-31,High School,ZZ,aksaray
M13866,43337,,Female,D,52+,Bachelor's Degree,YY,zonguldak
M13867,42550,,Female,G,25-31,High School,TT,bursa
M13868,45033,,Male,D,52+,Doctorate,RR,yalova
M13869,44648,,Male,A,39-45,Master's Degree,KK,muðla
M13870,45562,,Male,A,46-52,High School,YY,batman
M13871,44473,,Female,B,52+,Bachelor's Degree,TT,isparta
M13872,42239,,Male,E,52+,Master's Degree,YY,gümüþhane
M13873,44609,,Female,A,39-45,Bachelor's Degree,PP,samsun
M13874,45253,,Female,B,46-52,High School,XX,malatya
M13875,43668,,Female,E,18-24,Primary School,TT,kilis
M13876,44442,,Male,A,18-24,Master's Degree,RR,þanliurfa
M13877,45643,,Female,A,18-24,Doctorate,XX,mersin
M13878,43922,,Male,B,46-52,Associate Degree,KK,kütahya
M13879,45508,,Male,G,18-24,Bachelor's Degree,PP,kastamonu
M13880,44927,,Male,D,25-31,Doctorate,TT,þanliurfa
M13881,43579,,Female,B,46-52,Bachelor's Degree,KK,batman
M13882,43566,,Female,C,32-38,Master's Degree,ZZ,þanliurfa
M13883,43961,,Female,E,18-24,Primary School,XX,malatya
M13884,44174,,Female,C,52+,Associate Degree,PP,kirþehir
M13885,44889,,Female,A,32-38,Bachelor's Degree,ZZ,erzincan
M13886,43299,,Male,F,32-38,Master's Degree,KK,samsun
M13887,42935,,Female,E,25-31,Bachelor's Degree,YY,çorum
M13888,45135,,Female,B,46-52,Master's Degree,TT,karaman
M13889,43882,,Female,A,25-31,High School,TT,erzurum
M13890,44047,,Male,G,25-31,Doctorate,PP,siirt
M13891,43284,,Male,B,25-31,Master's Degree,XX,bolu
M13892,43526,,Female,G,32-38,Master's Degree,PP,sakarya
M13893,43314,,Female,F,52+,Doctorate,ZZ,bayburt
M13894,45060,,Female,A,46-52,Doctorate,XX,tokat
M13895,42426,,Female,E,32-38,Master's Degree,PP,malatya
M13896,45407,,Male,B,39-45,Bachelor's Degree,KK,ardahan
M13897,42879,,Male,G,25-31,Primary School,TT,artvin
M13898,44011,,Male,C,25-31,Primary School,XX,muþ
M13899,42686,,Female,A,52+,Primary School,YY,ankara
M13900,42314,,Female,E,52+,High School,PP,rize
M13901,45553,,Male,C,46-52,Primary School,KK,manisa
M13902,44039,,Male,D,25-31,Master's Degree,KK,aðri
M13903,43827,,Male,A,32-38,Master's Degree,TT,kars
M13904,42999,,Male,D,52+,Bachelor's Degree,YY,zonguldak
M13905,44840,,Male,C,32-38,Primary School,PP,sakarya
M13906,44329,,Male,C,46-52,Master's Degree,XX,bolu
M13907,43391,,Male,E,52+,Bachelor's Degree,ZZ,bingöl
M13908,44199,,Female,C,32-38,Primary School,XX,niðde
M13909,43659,,Male,C,25-31,Master's Degree,KK,artvin
M13910,44645,,Female,A,52+,Bachelor's Degree,RR,nevþehir
M13911,44109,,Male,G,52+,Bachelor's Degree,YY,çorum
M13912,42214,,Female,B,46-52,Primary School,XX,çankiri
M13913,45411,,Male,C,18-24,High School,TT,kastamonu
M13914,44512,,Female,C,52+,Primary School,PP,manisa
M13915,45074,,Male,D,18-24,Master's Degree,RR,kirklareli
M13916,43198,,Male,F,46-52,Associate Degree,ZZ,ankara
M13917,44242,,Female,F,46-52,Doctorate,ZZ,aksaray
M13918,43644,,Female,E,52+,Doctorate,KK,bartin
M13919,43438,,Female,A,18-24,Primary School,YY,muþ
M13920,43755,,Male,B,46-52,Primary School,TT,aksaray
M13921,43398,,Male,F,52+,Doctorate,XX,nevþehir
M13922,44920,,Male,E,39-45,Primary School,XX,erzincan
M13923,45029,,Female,C,32-38,Associate Degree,RR,muþ
M13924,42858,,Female,B,18-24,Master's Degree,RR,sakarya
M13925,43386,,Female,C,32-38,High School,RR,isparta
M13926,42284,,Female,E,18-24,Associate Degree,XX,osmaniye
M13927,43310,,Male,F,52+,High School,PP,kahramanmaraþ
M13928,43680,,Male,A,39-45,Primary School,XX,nevþehir
M13929,42234,,Female,D,52+,High School,PP,denizli
M13930,43404,,Male,G,39-45,High School,XX,þirnak
M13931,44689,,Male,A,52+,Doctorate,PP,bayburt
M13932,42189,,Male,G,18-24,Doctorate,PP,batman
M13933,42934,,Female,G,32-38,High School,ZZ,þanliurfa
M13934,43425,,Female,G,46-52,Primary School,XX,bitlis
M13935,44941,,Male,D,25-31,Master's Degree,KK,gaziantep
M13936,43014,,Female,G,52+,Doctorate,YY,adiyaman
M13937,43524,,Female,G,32-38,High School,ZZ,amasya
M13938,42235,,Male,F,18-24,Master's Degree,TT,iðdir
M13939,43193,,Male,A,46-52,High School,TT,istanbul
M13940,42311,,Female,E,39-45,Doctorate,KK,balikesir
M13941,43138,,Female,E,25-31,Master's Degree,XX,aksaray
M13942,43436,,Male,D,39-45,Primary School,YY,giresun
M13943,44524,,Male,G,46-52,Associate Degree,YY,trabzon
M13944,42799,,Male,A,18-24,Primary School,YY,diyarbakir
M13945,43778,,Male,C,52+,Bachelor's Degree,KK,giresun
M13946,44264,,Male,G,25-31,Master's Degree,XX,kahramanmaraþ
M13947,45393,,Male,F,39-45,Primary School,ZZ,karaman
M13948,42841,,Female,D,39-45,Associate Degree,ZZ,mersin
M13949,44461,,Male,B,52+,Doctorate,ZZ,þanliurfa
M13950,44315,,Male,A,46-52,Primary School,XX,kars
M13951,43663,,Female,B,46-52,Primary School,KK,antalya
M13952,42806,,Male,A,18-24,Doctorate,XX,þirnak
M13953,42693,,Male,F,46-52,Primary School,YY,denizli
M13954,44082,,Female,G,32-38,Doctorate,YY,bitlis
M13955,45542,,Male,G,46-52,Primary School,TT,giresun
M13956,42175,,Male,C,46-52,Primary School,TT,bayburt
M13957,42711,,Male,C,18-24,High School,KK,gaziantep
M13958,43735,,Male,D,52+,Primary School,TT,iðdir
M13959,43385,,Male,F,39-45,Master's Degree,RR,afyonkarahisar
M13960,45641,,Male,G,18-24,Primary School,XX,bilecik
M13961,45429,,Female,E,32-38,Associate Degree,KK,kayseri
M13962,42720,,Male,G,46-52,High School,YY,aydin
M13963,42441,,Female,C,46-52,Master's Degree,RR,uþak
M13964,44716,,Female,D,46-52,Master's Degree,PP,batman
M13965,44923,,Male,F,32-38,Master's Degree,TT,batman
M13966,45145,,Male,G,32-38,Associate Degree,RR,karabük
M13967,44238,,Female,B,52+,Primary School,RR,giresun
M13968,43727,,Female,G,32-38,High School,RR,muðla
M13969,45616,,Male,D,52+,High School,YY,sinop
M13970,43789,,Male,A,25-31,Bachelor's Degree,YY,manisa
M13971,44341,,Female,G,18-24,Primary School,KK,muðla
M13972,42818,,Male,A,25-31,Doctorate,XX,batman
M13973,44778,,Male,E,52+,Primary School,PP,niðde
M13974,43107,,Male,F,32-38,Doctorate,KK,muðla
M13975,44297,,Male,F,18-24,Doctorate,PP,giresun
M13976,42021,,Male,F,52+,Associate Degree,KK,nevþehir
M13977,44829,,Female,F,32-38,Bachelor's Degree,ZZ,ankara
M13978,45482,,Male,C,46-52,Bachelor's Degree,KK,çanakkale
M13979,43687,,Female,D,25-31,Master's Degree,TT,antalya
M13980,43480,,Male,D,39-45,High School,TT,zonguldak
M13981,43204,,Female,E,25-31,Primary School,TT,ardahan
M13982,45554,,Female,C,39-45,Doctorate,TT,yozgat
M13983,43000,,Female,D,18-24,High School,ZZ,sinop
M13984,42172,,Male,E,46-52,Bachelor's Degree,TT,kirþehir
M13985,45471,,Female,C,52+,High School,ZZ,çankiri
M13986,45503,,Female,A,25-31,Bachelor's Degree,RR,istanbul
M13987,43312,,Male,C,25-31,Primary School,XX,sakarya
M13988,42894,,Male,A,46-52,High School,KK,kirþehir
M13989,44265,,Male,E,18-24,High School,TT,bolu
M13990,42739,,Male,D,52+,High School,KK,çorum
M13991,42613,,Male,C,46-52,Primary School,ZZ,van
M13992,42335,,Male,D,46-52,Bachelor's Degree,RR,kayseri
M13993,45628,,Male,D,46-52,Primary School,TT,tokat
M13994,44367,,Male,E,52+,Primary School,PP,tekirdað
M13995,42200,,Female,F,18-24,Doctorate,RR,rize
M13996,44681,,Male,E,25-31,Master's Degree,YY,karabük
M13997,43250,,Male,E,46-52,Master's Degree,YY,tokat
M13998,43742,,Male,B,25-31,Master's Degree,TT,aðri
M13999,43056,,Male,E,18-24,Master's Degree,PP,tunceli
M14000,44843,,Female,E,39-45,Doctorate,XX,zonguldak
M14001,43362,,Female,E,25-31,Primary School,KK,muðla
M14002,45148,,Male,E,25-31,Bachelor's Degree,YY,kirklareli
M14003,44258,,Male,E,18-24,Bachelor's Degree,RR,konya
M14004,45229,,Male,G,52+,Primary School,XX,bilecik
M14005,43886,,Male,G,46-52,Master's Degree,PP,adana
M14006,43661,,Male,G,18-24,Doctorate,YY,kocaeli
M14007,43578,,Male,G,52+,Primary School,TT,afyonkarahisar
M14008,44532,,Male,C,18-24,Master's Degree,KK,istanbul
M14009,45602,,Female,G,25-31,Associate Degree,TT,adiyaman
M14010,43663,,Male,D,32-38,Bachelor's Degree,TT,karaman
M14011,44508,,Male,F,18-24,Master's Degree,ZZ,çankiri
M14012,42358,,Female,A,18-24,Bachelor's Degree,XX,hakkari
M14013,42964,,Male,C,32-38,Associate Degree,RR,manisa
M14014,42617,,Male,F,25-31,High School,PP,tunceli
M14015,43366,,Female,D,18-24,Primary School,ZZ,þanliurfa
M14016,45537,,Female,E,46-52,Primary School,XX,muþ
M14017,45446,,Male,F,18-24,Associate Degree,ZZ,niðde
M14018,44216,,Female,C,39-45,Primary School,XX,yalova
M14019,44776,,Male,A,39-45,Master's Degree,ZZ,rize
M14020,44149,,Male,A,25-31,Master's Degree,TT,düzce
M14021,42741,,Female,C,39-45,Master's Degree,PP,trabzon
M14022,44029,,Female,D,39-45,Doctorate,PP,tekirdað
M14023,43919,,Female,E,25-31,Bachelor's Degree,TT,osmaniye
M14024,43176,,Male,A,32-38,Associate Degree,TT,diyarbakir
M14025,42542,,Female,F,52+,Associate Degree,ZZ,karaman
M14026,42863,,Male,B,46-52,Associate Degree,TT,adiyaman
M14027,43591,,Female,C,32-38,Primary School,KK,izmir
M14028,42852,,Female,G,52+,Doctorate,TT,kirþehir
M14029,45449,,Female,B,18-24,Bachelor's Degree,ZZ,kahramanmaraþ
M14030,45646,,Female,F,39-45,Bachelor's Degree,TT,bursa
M14031,45083,,Female,E,39-45,Associate Degree,YY,burdur
M14032,45090,,Male,A,32-38,Primary School,KK,manisa
M14033,42935,,Male,C,46-52,High School,TT,erzincan
M14034,42381,,Female,F,32-38,High School,RR,ardahan
M14035,44696,,Male,D,18-24,Doctorate,PP,sakarya
M14036,44419,,Male,B,18-24,High School,PP,kayseri
M14037,44813,,Male,A,18-24,Primary School,ZZ,afyonkarahisar
M14038,44399,,Male,G,32-38,Doctorate,KK,denizli
M14039,44424,,Female,B,32-38,Associate Degree,KK,denizli
M14040,43363,,Male,E,18-24,High School,TT,afyonkarahisar
M14041,43107,,Male,A,18-24,High School,YY,çorum
M14042,43734,,Female,B,39-45,High School,KK,yalova
M14043,44889,,Male,B,46-52,Associate Degree,TT,kayseri
M14044,44444,,Male,B,52+,Primary School,RR,çankiri
M14045,44824,,Female,F,18-24,Bachelor's Degree,RR,eskiþehir
M14046,45617,,Female,D,52+,High School,RR,trabzon
M14047,43557,,Male,D,52+,Doctorate,KK,manisa
M14048,42684,,Male,D,52+,Associate Degree,KK,kastamonu
M14049,44520,,Female,G,32-38,Associate Degree,TT,kirklareli
M14050,43466,,Female,A,25-31,High School,KK,edirne
M14051,44664,,Male,A,46-52,High School,ZZ,bartin
M14052,45421,,Female,B,18-24,Primary School,ZZ,düzce
M14053,45259,,Male,C,39-45,Bachelor's Degree,ZZ,malatya
M14054,44593,,Male,G,52+,High School,RR,gümüþhane
M14055,44649,,Male,B,46-52,High School,XX,ardahan
M14056,43672,,Female,B,18-24,Bachelor's Degree,PP,izmir
M14057,42459,,Female,G,25-31,Bachelor's Degree,ZZ,rize
M14058,44795,,Female,F,25-31,Primary School,TT,trabzon
M14059,45178,,Male,D,52+,Bachelor's Degree,ZZ,istanbul
M14060,43372,,Female,G,52+,High School,XX,çorum
M14061,43556,,Female,B,52+,Doctorate,YY,izmir
M14062,43606,,Male,C,32-38,Bachelor's Degree,PP,niðde
M14063,43765,,Female,F,39-45,Associate Degree,ZZ,niðde
M14064,43361,,Female,A,18-24,High School,PP,karabük
M14065,42927,,Male,B,32-38,Bachelor's Degree,ZZ,bilecik
M14066,43434,,Female,A,46-52,Doctorate,PP,bitlis
M14067,44828,,Female,E,52+,Associate Degree,XX,tekirdað
M14068,43038,,Female,F,25-31,Master's Degree,YY,kahramanmaraþ
M14069,43970,,Male,C,39-45,Bachelor's Degree,YY,þanliurfa
M14070,43586,,Female,F,39-45,Associate Degree,ZZ,ankara
M14071,43207,,Female,A,32-38,Doctorate,PP,amasya
M14072,42852,,Male,A,46-52,Associate Degree,PP,rize
M14073,43052,,Female,C,18-24,Bachelor's Degree,ZZ,iðdir
M14074,44249,,Male,C,52+,High School,PP,edirne
M14075,44714,,Female,A,46-52,High School,XX,kirklareli
M14076,42836,,Male,C,46-52,Master's Degree,TT,yozgat
M14077,42484,,Female,D,46-52,Doctorate,PP,aksaray
M14078,42353,,Female,G,46-52,High School,YY,mersin
M14079,45011,,Male,D,18-24,Primary School,TT,erzurum
M14080,45172,,Female,F,39-45,Bachelor's Degree,RR,sakarya
M14081,43901,,Male,G,18-24,Primary School,ZZ,rize
M14082,43784,,Female,E,52+,Doctorate,ZZ,aðri
M14083,43326,,Male,E,46-52,Doctorate,YY,uþak
M14084,45055,,Female,D,39-45,Primary School,YY,kocaeli
M14085,44933,,Female,G,32-38,Doctorate,YY,samsun
M14086,42019,,Female,F,32-38,Associate Degree,RR,diyarbakir
M14087,42361,,Male,G,18-24,Bachelor's Degree,TT,denizli
M14088,42941,,Female,A,18-24,Primary School,KK,osmaniye
M14089,42805,,Female,A,52+,Bachelor's Degree,RR,zonguldak
M14090,43006,,Female,E,25-31,Associate Degree,XX,karaman
M14091,44486,,Female,B,52+,Doctorate,YY,mersin
M14092,43417,,Female,B,18-24,Primary School,TT,kars
M14093,43924,,Male,E,18-24,Bachelor's Degree,XX,yozgat
M14094,44647,,Male,A,25-31,Bachelor's Degree,ZZ,konya
M14095,44977,,Female,C,39-45,Associate Degree,XX,eskiþehir
M14096,44910,,Female,G,25-31,Master's Degree,TT,nevþehir
M14097,43831,,Female,E,39-45,Primary School,YY,kahramanmaraþ
M14098,45028,,Female,C,52+,Master's Degree,YY,gaziantep
M14099,42170,,Female,E,25-31,Bachelor's Degree,RR,çorum
M14100,43945,,Male,C,39-45,Bachelor's Degree,XX,istanbul
M14101,43756,,Female,G,39-45,Bachelor's Degree,TT,iðdir
M14102,44820,,Male,E,52+,Doctorate,YY,isparta
M14103,43914,,Female,D,18-24,Associate Degree,PP,siirt
M14104,44211,,Female,E,39-45,Primary School,YY,istanbul
M14105,44466,,Female,E,46-52,Bachelor's Degree,PP,kirklareli
M14106,43415,,Male,A,46-52,Bachelor's Degree,PP,karabük
M14107,42384,,Female,A,46-52,Primary School,RR,batman
M14108,45067,,Female,D,32-38,Associate Degree,ZZ,yozgat
M14109,42064,,Male,G,25-31,Bachelor's Degree,KK,erzincan
M14110,42075,,Female,F,52+,Primary School,PP,artvin
M14111,45107,,Male,F,18-24,High School,XX,bolu
M14112,42044,,Male,F,46-52,Bachelor's Degree,YY,aksaray
M14113,45011,,Male,D,46-52,Associate Degree,KK,sivas
M14114,43137,,Male,D,32-38,Associate Degree,XX,sivas
M14115,44362,,Female,E,32-38,Bachelor's Degree,ZZ,giresun
M14116,44523,,Male,G,18-24,Associate Degree,TT,adiyaman
M14117,42725,,Male,D,18-24,Master's Degree,YY,þirnak
M14118,45121,,Male,F,39-45,Doctorate,KK,bayburt
M14119,43215,,Male,A,39-45,High School,RR,isparta
M14120,43704,,Male,B,18-24,Bachelor's Degree,XX,istanbul
M14121,44556,,Female,F,46-52,Doctorate,TT,erzincan
M14122,45236,,Male,D,32-38,Associate Degree,PP,kocaeli
M14123,44037,,Female,E,46-52,Primary School,KK,çankiri
M14124,42414,,Female,A,32-38,Bachelor's Degree,XX,kilis
M14125,44658,,Male,A,18-24,Master's Degree,RR,burdur
M14126,43783,,Male,A,25-31,Primary School,YY,çankiri
M14127,44032,,Male,C,39-45,Primary School,ZZ,istanbul
M14128,42598,,Male,F,39-45,Bachelor's Degree,YY,ardahan
M14129,44232,,Female,B,18-24,Doctorate,TT,kirikkale
M14130,45631,,Female,A,39-45,Associate Degree,KK,kilis
M14131,42647,,Female,B,18-24,Primary School,PP,zonguldak
M14132,45371,,Male,B,39-45,Bachelor's Degree,KK,antalya
M14133,43345,,Male,F,46-52,Doctorate,RR,çankiri
M14134,42164,,Male,F,52+,High School,XX,hatay
M14135,43995,,Female,A,46-52,Primary School,TT,izmir
M14136,45329,,Male,G,18-24,Doctorate,RR,istanbul
M14137,45406,,Male,B,18-24,Master's Degree,ZZ,kastamonu
M14138,43184,,Male,D,18-24,High School,XX,ordu
M14139,43424,,Female,A,18-24,Doctorate,KK,zonguldak
M14140,43961,,Male,E,25-31,Bachelor's Degree,PP,muþ
